keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
EPY,"EPY SKYE PRODUCTIONS, LLC",D6SGYRFNZVM8,8TM67,"1126 Scenic Park TRL,Lawrenceville, Georgia,30046-7155, United States","1700 Northside DR NW,STE A7 Pmb 947,Atlanta, Georgia,30318, United States",https://www.eleireyes.com/,"Jul 20, 2020",['Eleidy Reyes'],"Georgia, United States",Georgia 07
VasTech,VASTECH CONTRACTING CORP,PLJ5JXGYMJ63,3JAH4,"154-19 26TH Avenue,Flushing, New York,11354-1517, United States","154-19 26TH Avenue,Flushing, New York,11354-1517, United States",,"Mar 30, 1999",['Vassilios Koutsidis'],"New York, United States",New York 06
VasTech,VASTECH LLC,C73NZ62PHFP1,8DUW3,"133 Silverbell LN,Sharpsburg, Georgia,30277-5217, United States","133 Silverbell LN,Sharpsburg, Georgia,30277, United States",https://www.vas-techllc.com/,"Jan 15, 2019",['Vastee Gilmore'],"Georgia, United States",Georgia 03
Salynt,SALYNT INC,TCHJNN153X97,99JM6,"8250 Miner ST,Greenbelt, Maryland,20770-4401, United States","2 Hopkins Plaza,Unit 2015,Baltimore, Maryland,21201, United States",https://salynt.io/,"Jul 28, 2021",['Jeremy Lawson'],"Delaware, United States",Maryland 04
Best Possible,INFORMATION SYSTEMS SECURITY EXPERTS,HQHMFTCVBCK1,75E40,"7622 Pleasantville WAY,Grovetown, Georgia,30813-1220, United States","7622 Pleasantville WAY,Grovetown, Georgia,30813, United States",http://www.is2e.org/,"Jun 16, 2014",['Pedro Collado'],"Georgia, United States",Georgia 12
"PFF, LLC",,,,"6035 LIVE OAK PL,SPRING, TX,77379-8822, USA",,,,[],,
"PFF, LLC",,,,"PLOT NO 38/48 PFF KANGUNDO ROAD,NAIROBI,(blank), KEN",,,,[],,
"PFF, LLC","PFF, INC.",NN7HHD8M2771,41CP2,"903 Industry WAY STE A,El Centro, California,92243-4616, United States","P.O. Box 899,Calipatria, California,92233, United States",,"Oct 12, 2001","['Andrew Rea', 'Misha Rea']","California, United States",California 25
"PFF, LLC","PFF, LLC",P25AZ6WDJ589,7SXE9,"7811 Hubble DR,Lanham, Maryland,20706-2494, United States","7811 Hubble DR,Lanham, Maryland,20706-2494, United States",,"Nov 16, 2016","['Kevin Lacey', 'Cassandra Lacey']","Maryland, United States",Maryland 04
Aidin,"993 HOLDING COMPANY, LLC",NQTWT5VNZPC6,11HS0,"710 Water ST,Darby, Montana,59829-9712, United States","710 Water ST,Darby, Montana,59829-9712, United States",,"Mar 11, 2025","['Devon Craychee', 'Aidin Ansari']","Montana, United States",Montana 01
Aidin,DGW TRANSPORTATION LLC,N5LEHA2ELSB4,9NPU7,"1510 N Harrison BLVD,Boise, Idaho,83702-2553, United States","1510 N Harrison BLVD,Boise, Idaho,83702-2553, United States",,"Aug 20, 2019",['Aidin Ansari'],"Colorado, United States",Idaho 02
Aidin,"TM ENERGETICS, INC.",RYY4EF3KD6V4,9WYL1,"7 Tally Ho LN,Framingham, Massachusetts,01701-3758, United States","7 Tally Ho LN,Framingham, Massachusetts,01701-3758, United States",https://tmenergetic.com/,"May 16, 2024",['Aidin Panahi'],"Delaware, United States",Massachusetts 05
Aidin,AIDIN TECHNOLOGIES PRIVATE LIMITED,JKG5GXYFC6G1,SYB13,"4022/A 1ST CROSS, Hal 2ND Stage Indira NAGAR,,Bangalore, Karnataka,560038, India","53/3-1 Kcdc Road Somasundarapalya Road,Kudlu Gram Gate Hosur Road,Bangalore, Karnataka,560068, India",,"Oct 12, 2008",['Harish Harohalli'],"(blank), India",Not Applicable
Aidin,"AIDIN, INC.",S9NXMGKQ2JM5,79F08,"300 Clinton AVE APT 3,Brooklyn, New York,11205-4753, United States","228 Park AVE S,Pmb 74445,New York, New York,10003-3067, United States",https://www.myaidin.com/,"Dec 27, 2011",['Chip Gerstenmaier'],"Delaware, United States",New York 07
Aidin,LA MISERICORDIA HOME CARE SERVICE LLC,QXYDV93X4LS4,87TV3,"1620 Mcclelland AVE # 2,Laredo, Texas,78040-4630, United States","1620 Mcclelland AVE # 2,Laredo, Texas,78040-4630, United States",,"Apr 29, 2009",['Mario Martinez'],"Texas, United States",Texas 28
Wait,STEVEN WAIT,XJDLKQQX9KB5,94YZ2,"3214 W Milton AVE,Saint Louis, Missouri,63114-2832, United States","1355 Layven Avenue,Florissant, Missouri,63031, United States",,"Mar 18, 2020",['Steven Wait'],"Missouri, United States",Missouri 01
Wait,"WAIT ROOFING & SEAMLESS GUTTER, INC.",RRDDULML8QB5,6BRS4,"1499 Beltline RD,Redding, California,96003-1409, United States","1499 Beltline RD.,Redding, California,96003-1409, United States",,"Nov 26, 1985",['Dan Wait'],"California, United States",California 01
Wait,PIN OAK FLAT CORPORATION,V4MTFTAW76E6,7ANL3,"21819 Wait TRL,Kirksville, Missouri,63501-7753, United States","21819 Wait TRL,Kirksville, Missouri,63501, United States",,"Jan 31, 1968",['Jerry Wait'],"Missouri, United States",Missouri 06
Wait,WAIT MECHANICAL INC,EFD4WY6N52C7,56U06,"7361 S Cooper ST,Arlington, Texas,76001-7011, United States","P O Box 150778,Arlington, Texas,76015-6778, United States",http://www.waitmechanical.com/,"Oct 1, 2001","['Jim Wait', 'Gladys Wait']","Texas, United States",Texas 25
Wait,"PLESS, NEOMA",M7GQBWWEJUG3,6XH17,"1064 W 5TH,Springfield, Colorado,81073-1217, United States","1064 W 5TH,Springfield, Colorado,81073-1217, United States",,"Jan 31, 2012",['Neoma Wait'],"Colorado, United States",Colorado 04
Wait,ROLLING THUNDER FARMS LLC,QW1PYBDXNLD1,91QJ2,"771 Main ST,Van Buren, Maine,04785-1501, United States","771 Main ST,Van Buren, Maine,04785-1501, United States",,"Apr 4, 2021",['Paul Wait'],"Maine, United States",Maine 02
Wait,BRW INC,DPUNKVY198V4,56D60,"6321 Forbing RD,Little Rock, Arkansas,72209-3533, United States","6321 Forbing Road,Little Rock, Arkansas,72209-3533, United States",,"Dec 13, 1988","['Bernard Wait', 'Beverly Wait']","Arkansas, United States",Arkansas 02
Wait,"METALCUT PRODUCTS, INC",XJG7H2S1TGL3,5WTM4,"1010 Marquette AVE,South Milwaukee, Wisconsin,53172-2511, United States","1010 Marquette AVE,South Milwaukee, Wisconsin,53172-2513, United States",https://metalcutproducts.com/,"Jun 1, 1965","['David Wait', 'Jason Wait']","Wisconsin, United States",Wisconsin 01
Wait,PALADIN CAREER & TECHNICAL HIGH SCHOOL,X14JG5CK2FA5,(blank),"10220 Goldenrod ST NW,Coon Rapids, Minnesota,55448-2689, United States","10220 Goldenrod ST NW,Coon Rapids, Minnesota,55448-2689, United States",,"Jul 1, 2002",['Brandon Wait'],"Minnesota, United States",Minnesota 03
Wait,"WEBBER RECREATIONAL DESIGN, INC",GGQ9SDBMES53,12T64,"1442 Brooke CT,Hastings, Minnesota,55033-3266, United States","1442 Brooke Court,Hastings , Minnesota,55033-3266, United States",,"Jan 1, 1995",['Cathy Wait'],"Minnesota, United States",Minnesota 02
Biogenic Solutions Consulting,BIOGENIC SOLUTIONS CONSULTING LLC,RDNPETKK6W65,8WN69,"127 Edmond DR,Newport News, Virginia,23606-2619, United States","127 Edmond Drive,Newport News, Virginia,23606, United States",https://www.biogenicsolutionsconsulting.com/,"Feb 27, 2014",['Russell Burke'],"Virginia, United States",Virginia 03
IntriCare,"INTRICARE, LLC",E8USLNXEB7K1,7DHN5,"1883 Glasgow AVE College Park,San Juan, Puerto Rico,00921-4820, United States","1353 Luis Vigoreaux AVE,Pmb 486,Guaynabo, Puerto Rico,00966, United States",https://www.intricarehealth.com/,"Apr 13, 2011",['Mary Ann'],"Puerto Rico, United States",Puerto Rico 98
AQ,,,,"Kaarinantie 700,Littoinen,20660, FIN",,,,[],,
AQ,,,,"VIA CAMILLO BENSO CONTE DI CAVOUR 369,AVEZZANO, AQ,67051, ITA",,,,[],,
AQ,,,,"27 AQUIDNECK AVE,MIDDLETOWN, RI,02842-5607, USA",,,,[],,
AQ,,,,"1477 NORVIEW AVE,NORFOLK, VA,23513-1552, USA",,,,[],,
AQ,,,,"AKSAY-5 MICRODISTRICT BUILDING 25, BLOCK 7, APT 5,ALMATY,(blank), KAZ",,,,[],,
AQ,,,,"3115 Same Way,Kingwood, TX,77339-3393, USA",,,,[],,
AQ,,,,"13738 Euclid Ave,East Cleveland, OH,44112-4220, USA",,,,[],,
AQ,,,,"508 KOLBO DR,ROUND ROCK, TX,78665-2164, USA",,,,[],,
AQ,,,,"120 Old Camplain Rd Ste 2D,Hillsborough, NJ,08844-4394, USA",,,,[],,
AQ,,,,"10408 ROSEFINCH DR NW,ALBUQUERQUE, NM,87114-1234, USA",,,,[],,
"Sunkara Wellness Technologies, Inc.","SUNKARA WELLNESS TECHNOLOGIES, INC.",M3R3QFNJJ7E8,(blank),"2809 Boston ST APT 232,Baltimore, Maryland,21224-4846, United States","2809 Boston ST APT 232,Baltimore, Maryland,21224-4846, United States",,"May 23, 2023",['Dylan Bruschi'],"Delaware, United States",Maryland 07
CurveAssure,,,,"2720 Dillon St,Baltimore, MD,21224-4707, USA",,,,[],,
HighFive,,,,"2516 E Northgate St,Indianapolis, IN,46220-2852, USA",,,,[],,
Sensify,SENSIFY INC,L7VRBEVWJCF4,9WCC4,"177 White Plains Road,APT 30 F,Tarrytown, New York,10591-5511, United States","321 Fargo Trail,Middleton, Wisconsin,53562, United States",,"Dec 13, 2021",['Subhanjan Mondal'],"New York, United States",New York 16
REINS,BOYS CLUB OF PARKERSBURG INC,Y4HXQL8Z84H4,65B82,"1200 Mary ST,Parkersburg, West Virginia,26101-4933, United States","1200 Mary ST,Parkersburg, West Virginia,26101-4933, United States",http://www.bgcparkersburg.org/,"May 1, 1963",['Lynn Reins'],"West Virginia, United States",West Virginia 02
REINS,ALCONA CONSERVATION DISTRICT,FVKBRWMNMD69,78K70,"320 S State ST,Harrisville, Michigan,48740-9408, United States","PO Box 291,Harrisville, Michigan,48740, United States",,"Jan 30, 1962",['Janet Reins'],"(blank), (blank)",Michigan 01
REINS,,,,"3285 ELKCAM BLVD,DELTONA, FL,32738-2584, USA",,,,[],,
REINS,,,,"N5405 CO RD A,PRENTICE, WI,54556, USA",,,,[],,
REINS,,,,"29224 COUNTY ROAD 125,DAKOTA, MN,55925-4182, USA",,,,[],,
REINS,THE BOYS & GIRLS CLUB OF WASHINGTON COUNTY,ZAH4YLX85NN7,707W9,"307 Lancaster ST,Marietta, Ohio,45750-2781, United States","307 Lancaster ST.,Suite 1,Marietta, Ohio,45750, United States",https://www.bgcwcoh.org/,"Oct 31, 2011",['Lynn Reins'],"Ohio, United States",Ohio 06
REINS,,,,"41025 Thomas Boat Landing Rd,Umatilla, FL,32784-9710, USA",,,,[],,
REINS,,,,"8000 Avalon Blvd Ste 850,Alpharetta, GA,30009-2474, USA",,,,[],,
REINS,,,,"60575 BILLADEAU RD,BEND, OR,97702-9338, USA",,,,[],,
REINS,HOPE REINS,KMY1JLZTYJK5,79TV4,"8420 Wake Forest HWY,Raleigh, North Carolina,27613-7438, United States","8420 Wake Forest Highway,WWW.HOPEREINS.ORG,Raleigh, North Carolina,27613, United States",https://www.hopereins.org/,"Oct 9, 2009",['Kim Tschirret'],"North Carolina, United States",North Carolina 04
"ScholasTech, LLC","SCHOLASTECH, LLC",UNLGYV3Y3HK9,7DJS1,"3019 Prentice AVE,Columbia, South Carolina,29205-3937, United States","3019 Prentice AVE,Columbia, South Carolina,29205-3937, United States",http://www.scholastechnology.com/,"Oct 15, 2014",['Stanley Dubinsky'],"South Carolina, United States",South Carolina 06
LifeGene-Biomarks,LIFEGENE- BIOMARKS INC,GGR9ABCTBGG5,7RTK5,"1612 AVE Ponce De Leon,San Juan, Puerto Rico,00909-1833, United States","1612 Avenida Ponce De Leon,First Floor,San Juan, Puerto Rico,00909-1833, United States",,"Oct 5, 2009",['Rafael Guerrero'],"Puerto Rico, United States",Puerto Rico 98
LeapFrog Design,SANITARY GREEN INCORPORATED,D6P3UNRMJU97,8D1K4,"2447 NE 4TH ST,STE 120,Bend, Oregon,97701-3638, United States","2447 NE 4TH ST,STE 120,Bend, Oregon,97701-3638, United States",,"Jul 11, 2019",['Nicholas Sund'],"Oregon, United States",Oregon 05
Pathway,,,,"21211 DRAKE RD,STRONGSVILLE, OH,44149-6622, USA",,,,[],,
Pathway,,,,"122 FOXBOROUGH LN,null,DURHAM, NC,27703, USA",,,,[],,
Pathway,PATHWAY MENTAL WELLNESS,F2NWR5XNVJG3,8UR11,"430 Cox RD,Greer, South Carolina,29651-7260, United States","430 Cox RD,Greer, South Carolina,29651-7260, United States",,"Jul 17, 2018",['Patricia Deane'],"South Carolina, United States",South Carolina 04
Pathway,,,,"3848 NE DIVISION ST,GRESHAM, OR,97030-4611, USA",,,,[],,
Pathway,,,,"1305 CONEY ISLAND AVE,BROOKLYN, NY,11230-3520, USA",,,,[],,
Pathway,,,,"7700 PARAGON RD STE A,null,DAYTON, OH,45459, USA",,,,[],,
Pathway,,,,"355 WOODRUFF RD STE 201,GREENVILLE, SC,29607-3494, USA",,,,[],,
Pathway,,,,"415 PISGAH CHURCH RD,GREENSBORO, NC,27455, USA",,,,[],,
Pathway,,,,"2318 Millerton Ln,null,Katy, TX,77450, USA",,,,[],,
Blaster,"BLASTER SERVICES, L.L.C.",TSKJW16Q6NG3,8D2J5,"14375 Bluff Pass DR,Prairieville, Louisiana,70769-3287, United States","14375 Bluff Pass DR,Prairieville, Louisiana,70769-5268, United States",,"Jul 19, 2019",['Keith Robinson'],"Louisiana, United States",Louisiana 02
Blaster,"B & B BLASTER, LLC",JYNMF7JYZ1Q3,8JA72,"15504 Broadfording RD,Clear Spring, Maryland,21722-1504, United States","15504 Broadfording Road,Clear Spring, Maryland,21722, United States",,"May 16, 2013",['Eric Bender'],"Maryland, United States",Maryland 06
Blaster,WEED BLASTER,UVGPL58KT687,7DA66,"611 9TH AVE E,Dickinson, North Dakota,58601-5484, United States","611 9TH AVE E,Dickinson, North Dakota,58601, United States",,"Aug 6, 2013",['Clint Miles'],"North Dakota, United States",North Dakota 00
Blaster,BLASTER TECH,Z5ECMHV5AEA5,9SG15,"20013 Thornlake AVE,Cerritos, California,90703-7654, United States","20013 Thornlake AVE,,Cerritos, Ca, California,90703-7654, United States",https://www.blastertek.com/,"Nov 15, 1993",['Goan Tjhan'],"California, United States",California 45
Blaster,SOLAR BLASTER LLC,S4B5M4WKLZU8,9NEX1,"16530 E Laser DR,STE 6,Fountain Hills, Arizona,85268-6598, United States","16530 E Laser DR,STE 6,Fountain Hills, Arizona,85268-6598, United States",https://www.solarblasterfans.com/,"Mar 11, 2011",['Tammy Rheaume'],"Arizona, United States",Arizona 01
Blaster,"CRETE BLASTER, LLC",U9RDUANHQ3Q5,9VA86,"737 E Morse ST,Dillon, Montana,59725-3021, United States","PO Box 172,Dillon, Montana,59725, United States",,"Mar 22, 2024",['Cody Zimmmerman'],"Montana, United States",Montana 01
Blaster,BIRD BLASTER OF NEW MEXICO,YXKHTPA9XWM1,52R73,"30931 Graceland DR,Albuquerque, New Mexico,87110-0000, United States","5607 Euclid NE,Albuquerque, New Mexico,87110-0000, United States",,"Mar 17, 2004",['Ron Thomas'],"(blank), (blank)",(blank)
Blaster,MASTER BLASTER OF COOS BAY LLC,E8SGNJGM5K45,91WP2,"93759 Bay Park LN,Coos Bay, Oregon,97420-3783, United States","PO Box 21,Coos Bay, Oregon,97420-3783, United States",https://www.masterblastercb.com/,"Apr 26, 2021",['Ann Velazquez'],"Oregon, United States",Oregon 04
Blaster,BLASTER COMMUNICATIONS INC,JH6FM33MFLY1,6F0T6,"29349 Fall Classic,Lake Elsinore, California,92530-4698, United States","29349 Fall Classic,Lake Elsinore, California,92530-4698, United States",https://www.tamperevidentbag.com/,"Jun 1, 2004",['Bobby Laster'],"California, United States",California 41
Blaster,MASTER BLASTER INC,RTZHL2ZWKKA3,3BGH5,"7287 Cole Vw,Colorado Springs, Colorado,80915-9704, United States","7287 Cole View,7287 Cole View,Colorado Springs, Colorado,80915-9704, United States",,"May 1, 1990","['Laura Rhodes', 'David Dillinger']","Colorado, United States",Colorado 05
EnviroScan,ENVIROSCAN INC,MAE1JZ5X9NP8,019Z6,"1051 Columbia AVE,Lancaster, Pennsylvania,17603-3130, United States","1051 Columbia Avenue,Lancaster, Pennsylvania,17603-3130, United States",http://www.enviroscan.com/,"Feb 18, 1992","['Felicia Bechtel', 'Geoffrey Stankiewicz']","Pennsylvania, United States",Pennsylvania 16
FUSI,"FUNSTEMATICS, LLC",T85UAK9BN9N8,7RBY4,"811 W Eastwood AVE APT 604,Chicago, Illinois,60640-6985, United States","811 W Eastwood AVE,APT 604,Chicago, Illinois,60640-6985, United States",https://www.funstematics.ai/,"Jul 1, 2015",[],"Illinois, United States",Illinois 09
FUSI,Z FUSI INC.,UCRBSGWD8LE7,8THT2,"1627 K ST NW STE 500,Washington, District Of Columbia,20006-1708, United States","1627 K ST NW STE 500,Washington, District Of Columbia,20006-1708, United States",,"Jun 6, 2020",['Leticia Alexander'],"District Of Columbia, United States",District Of Columbia 98
"VISIMO, LLC",VISIMO LLC,X854ZJDHWHJ5,8DR24,"520 E Main ST,Carnegie, Pennsylvania,15106-2051, United States","520 E Main Street,Suite 200,Carnegie, Pennsylvania,15106-2051, United States",https://www.visimo.ai/,"Feb 1, 2016","['Emma Lamberton', 'Alex Heit']","Pennsylvania, United States",Pennsylvania 17
Aptabridge Therapeutics Inc.,"APTABRIDGE THERAPEUTICS, INC.",UCYJY5RP56P6,9TD41,"516 South Patterson Park Avenue,Baltimore, Maryland,21231-3132, United States","516 S Patterson Park AVE,Baltimore, Maryland,21231, United States",https://www.aptabridge.com/,"Dec 27, 2021",['Wayne Cottle'],"Delaware, United States",Maryland 07
Kev�t,KT & T DISTRIBUTORS INC,MSZHLYLZ5745,3H8M7,"472 Amherst ST Unit 12,Nashua, New Hampshire,03063-1204, United States","472 Amherst ST UNIT12,Nashua, New Hampshire,03063-1204, United States",http://www.kttdistributors.com/,"Feb 17, 1998","['Kevin Porter', 'Anthony Decotis']","New Hampshire, United States",New Hampshire 02
ALEO,PRESTIGE SECURITY SOLUTIONS INC,KRFKTKU5WWM8,8FPE4,"109 Mammoth RD,Lowell, Massachusetts,01854-2628, United States","109 Mammoth RD,Lowell, Massachusetts,01854-2628, United States",http://www.prestigesecuritysolution.com/,"Feb 12, 2018",['Jonathan Aleo'],"Massachusetts, United States",Massachusetts 03
ALEO,"LGND, LLC",HKZFHBM844Y8,09N42,"1775 Tysons BLVD Ofc 5143,Tysons, Virginia,22102-4284, United States","1775 Tysons BLVD Ofc 5143,Tysons, Virginia,22102-4284, United States",,"Sep 16, 2016","['William Hardee', 'Michael Aleo']","Maryland, United States",Virginia 11
ALEO,CENTRO CIENTIFICO TECNOLOGICO CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS MENDOZA,GBF8G7JLZYL3,WA613,"Avenida Adrian Ruiz Leal,Mendoza, Mendoza,5500, Argentina","Avenida Adrian Ruiz Leal,Mendoza, Mendoza,5500, Argentina",https://www.mendoza.conicet.gov.ar/portal,"Oct 2, 1972",['Jorgelina Altamirano'],"(blank), Argentina",Not Applicable
ALEO,ALEO BME INC,CL4JBKDVJD55,7E9W8,"200 Innovation BLVD,STE 210A,State College, Pennsylvania,16803-6602, United States","200 Innovation BLVD,STE 210A,State College, Pennsylvania,16803-6602, United States",https://www.aleobme.com/,"Apr 7, 2015",['Chao Liu'],"Delaware, United States",Pennsylvania 15
ALEO,ALEO SYSTEMS INC.,EPQHZUJZ6DS7,8R8M5,"34444 Valley Oaks Loop,Union City, California,94587-8015, United States","548 Market ST STE 16696,San Francisco, California,94104-5401, United States",https://aleo.org/,"Dec 2, 2019",['Michael Beller'],"Delaware, United States",California 15
ALEO,SERVICE CARE INDUSTRIES INC.,ETDLZK7UXUB9,8CT56,"23040 Schoenherr RD,Warren, Michigan,48089-2668, United States","23040 Schoenherr RD,Warren, Michigan,48089-2668, United States",https://www.servicecareinc.com/,"Aug 1, 2017",['Artil Leo'],"Michigan, United States",Michigan 10
ALEO,ALEO TECH LLC,V4BFULJM1BG4,9UG31,"2017 Hollyhedge LN,Indian Trail, North Carolina,28079-3680, United States","2017 Hollyhedge LN,Indian Trail, North Carolina,28079-3680, United States",,"Mar 6, 2024",['Heidy Artieda'],"North Carolina, United States",North Carolina 08
ALEO,"ALEO ENVIRONMENTAL ENTERPRISES, INCORPORATED",LUHUJUAHNQ61,5CTH8,"4444 Walzem RD STE 104,San Antonio, Texas,78218-2043, United States","4444 Walzem RD STE 104,San Antonio, Texas,78218-2043, United States",,"Nov 20, 2003",['Arlynn Huntsberry'],"Texas, United States",Texas 35
ALEO,MILTON FAMILY COMMUNITY CENTER INC.,PJMGGJGFUD73,4EGF6,"23 Villemaire LN,Milton, Vermont,05468-3792, United States","P. O. Box 619,Milton, Vermont,05468-3792, United States",https://miltonfamilycenter.org/,"May 1, 1985","['Melanie Dulude', 'Amy Leo', 'Nicole Sener']","Vermont, United States",Vermont 00
Domini,CENTRO STUDI DI GEOPOLITICA E STRATEGIA MARITTIMA,NDDAYF1BHC28,AU144,"Viale Dante Alighieri 22,Vittorio Veneto,31029, Italy","Viale Dante ALIGHIERI, 22,Vittorio Veneto, Treviso,31029, Italy",,"Feb 16, 2021","['Ludovico Domini', 'Roberto Domini']","(blank), Italy",Not Applicable
Domini,BLACKMERE TALENT ACQUISITION & CONSULTING LLC,NP91M2JFAFN6,6RCL4,"303 Coopers Crown LN,Austin, Texas,78738-1803, United States","1606 Headway Circle #9053,Austin, Texas,78754, United States",https://blackmereconsulting.com/government/,"Apr 22, 2011","['Megan Rueckert', 'Domini Clark']","Texas, United States",Texas 10
Domini,,,,"3131 SW 89TH ST,OKLAHOMA CITY, OK,73159-7905, USA",,,,[],,
Domini,OPTDX INC.,EK75M3L1RAY1,8RBP6,"11491 Old Ranch RD,Los Altos Hills, California,94024-6332, United States","11491 Old Ranch RD,Los Altos Hills, California,94024-6332, United States",https://www.optdx.com/,"Sep 2, 2020","['Jonathan Waldern', 'Domini Kelly']","California, United States",California 18
Domini,"ANGELUS DOMINI STAFFING SERVICES, LLC",UARKFDLGHXE6,8TLF7,"16610 Mystic Harbor LN,Houston, Texas,77095-4597, United States","16610 Mystic Harbor LN,Houston, Texas,77095-4597, United States",https://www.angelusdoministaffing.com/,"Oct 1, 2017",['Ramyr Martinez'],"Texas, United States",Texas 07
Domini,ANCILLA DOMINI COLLEGE INC,EL2FMAG72M81,4FP13,"9601 Union RD,Plymouth, Indiana,46563-9475, United States","PO Box 1,Donaldson, Indiana,46513-0001, United States",https://ancilla.edu/,"Aug 1, 1966","['Marcella Hopple', 'Kristin Rust']","Indiana, United States",Indiana 02
Domini,"VIA DOMINI LOGISTICS, LLC",S1DEAL82E2K4,9EVJ0,"9536 Princeton SQ BLVD South,Jacksonville, Florida,32256-0322, United States","8685 Baymeadows RD E 1302,Jacksonville, Florida,32256, United States",,"Aug 22, 2022",['Roguens Stinvil'],"Florida, United States",Florida 05
Domini,DTP THERMOELECTRICS LLC,NX9GVNE3UKP1,8SN84,"650 Sierra Madre Villa AVE STE 201,Pasadena, California,91107-2068, United States","650 Sierra Madre Villa AVE,STE 201,Pasadena, California,91107-2068, United States",https://dtpthermoelectrics.com/,"Jun 17, 2020","['Domini Rolette', 'Lon Bell', 'Doug Crane']","California, United States",California 28
Domini,ANGELUS DOMINI GROUP L.L.C,QFTMN1BYHQS3,82BB8,"540 Brickell Key DR APT 1203,Miami, Florida,33131-2845, United States","540 Brickell Key DR APT 1203,Miami, Florida,33131-2845, United States",,"Oct 12, 2017",['Barbara Charris'],"Florida, United States",Florida 27
Domini,NEW DOMINION CHORALE INC,DU6XDK1DCSM1,947G1,"7115 Penguin PL,Falls Church, Virginia,22043-1504, United States","P.O. Box 6691,Mclean, Virginia,22106, United States",https://www.newdominion.org/,"Jan 1, 1991","['Susan Gorsky', 'Susan Gilbert', 'Tina Mcmahan']","Virginia, United States",Virginia 08
